CustomerID,Age,Gender,City,Postcode,IncomeBand,CreditScore,PolicyStatus,Beneficiary
CUST02158,41,Male,London,CF68 1KU,£15–25k,483,Active,Spouse
CUST02159,52,Female,London,M61 2ZN,£25–40k,651,Active,Spouse
CUST02160,59,Male,Glasgow,G41 6MC,>£60k,754,Active,Spouse
CUST02161,37,Male,Cardiff,L64 1MJ,<£15k,732,Active,Spouse
CUST02162,51,Male,Edinburgh,EH83 2LT,£40–60k,664,Active,Spouse
CUST02163,54,Female,Manchester,SW29 1AE,<£15k,787,Active,Spouse
CUST02164,60,Male,Manchester,L89 7HF,<£15k,615,Active,Spouse
CUST02165,51,Male,Manchester,LS93 6RA,£40–60k,751,Active,Spouse
CUST02166,35,Male,London,G6 2BJ,>£60k,759,Active,Spouse
CUST02167,33,Female,Manchester,G43 7IW,£40–60k,682,Active,Spouse
CUST02168,34,Male,Birmingham,B75 8DE,>£60k,647,Active,Spouse
CUST02169,49,Female,Liverpool,B97 7UO,<£15k,620,Active,Spouse
CUST02170,41,Female,Manchester,CF68 4SP,£40–60k,719,Active,Spouse
CUST02171,34,Male,Edinburgh,G42 8HC,£25–40k,770,Active,Spouse
CUST02172,42,Female,Glasgow,G92 2LR,>£60k,786,Active,Spouse
CUST02173,69,Male,Leeds,LS89 2CP,£15–25k,614,Active,Spouse
CUST02174,50,Female,London,LS2 4OM,£40–60k,709,Active,Spouse
CUST02175,38,Male,Leeds,EH14 6GS,£25–40k,700,Active,Spouse
CUST02176,85,Female,Cardiff,CF41 5WO,£25–40k,731,Active,Spouse
CUST02177,55,Female,Birmingham,CF14 3HL,£15–25k,691,Active,Spouse
CUST02178,50,Female,Bristol,EH80 9GY,£40–60k,651,Active,Spouse
CUST02179,55,Female,Bristol,LS9 5NF,£25–40k,783,Active,Spouse
CUST02180,57,Female,Glasgow,BT83 2EO,£40–60k,656,Active,Spouse
CUST02181,30,Male,Manchester,M31 1OF,£15–25k,839,Active,Spouse
CUST02182,64,Female,Glasgow,SW61 9OL,<£15k,742,Active,Spouse
CUST02183,67,Male,Glasgow,M71 2LN,£25–40k,698,Active,Spouse
CUST02184,55,Male,Leeds,B51 9NQ,>£60k,769,Active,Spouse
CUST02185,40,Female,Liverpool,SW57 5LD,£40–60k,726,Active,Spouse
CUST02186,60,Male,London,BS94 7GJ,£25–40k,638,Active,Spouse
CUST02187,39,Female,Leeds,BS23 5QT,£25–40k,760,Active,Spouse
CUST02188,47,Male,Edinburgh,CF56 2VB,£25–40k,703,Active,Spouse
CUST02189,44,Male,Leeds,M29 2BB,£25–40k,767,Active,Spouse
CUST02190,31,Female,Belfast,G31 2RD,£25–40k,672,Active,Spouse
CUST02191,24,Female,Glasgow,LS80 7MM,<£15k,680,Active,Spouse
CUST02192,47,Male,Manchester,LS94 5PG,£15–25k,589,Active,Spouse
CUST02193,33,Male,Birmingham,LS45 5WT,£15–25k,711,Active,Spouse
CUST02194,51,Male,Glasgow,SW13 3QW,£25–40k,803,Active,Spouse
CUST02195,53,Male,Belfast,EH95 5WH,£40–60k,689,Active,Spouse
CUST02196,46,Male,Birmingham,L88 2FF,£15–25k,709,Active,Spouse
CUST02197,38,Female,Liverpool,EH19 1VP,£40–60k,714,Active,Spouse
CUST02198,37,Female,Bristol,L3 3IC,£40–60k,717,Active,Spouse
CUST02199,44,Male,Birmingham,SW77 6PS,£25–40k,686,Active,Spouse
CUST02200,42,Female,London,EH32 8DB,<£15k,744,Active,Spouse
CUST02201,54,Male,London,BT88 5HQ,£25–40k,683,Active,Spouse
CUST02202,55,Male,Cardiff,B97 3YD,£15–25k,695,Active,Spouse
CUST02203,44,Male,Manchester,G95 6OP,>£60k,673,Active,Spouse
CUST02204,68,Female,Liverpool,CF33 8IL,<£15k,787,Active,Spouse
CUST02205,35,Male,Edinburgh,SW46 5WK,£40–60k,680,Active,Spouse
CUST02206,50,Female,Cardiff,BT62 2IV,<£15k,732,Active,Spouse
CUST02207,29,Male,Cardiff,SW19 7HV,£15–25k,648,Active,Spouse
CUST02208,18,Female,Birmingham,L64 1HS,£40–60k,732,Active,Spouse
CUST02209,23,Male,Bristol,L27 2GM,£15–25k,661,Active,Spouse
CUST02210,57,Female,Manchester,G81 9OQ,£15–25k,748,Active,Spouse
CUST02211,67,Male,Birmingham,G87 6KM,£25–40k,814,Active,Spouse
CUST02212,87,Female,Belfast,BS36 5GB,<£15k,678,Active,Spouse
CUST02213,36,Male,Belfast,CF90 6TD,>£60k,723,Active,Spouse
CUST02214,25,Male,Bristol,EH73 6JD,£40–60k,685,Active,Spouse
CUST02215,47,Male,London,EH88 3OV,£25–40k,728,Active,Spouse
CUST02216,53,Female,Birmingham,CF38 9VF,£25–40k,683,Active,Spouse
CUST02217,27,Male,Glasgow,EH37 2ZJ,£40–60k,639,Active,Spouse
CUST02218,18,Male,London,EH6 4JS,£40–60k,667,Active,Spouse
CUST02219,24,Male,Manchester,SW63 5AN,£15–25k,670,Active,Spouse
CUST02220,50,Male,Liverpool,SW7 5EL,>£60k,629,Active,Spouse
CUST02221,46,Female,Glasgow,CF86 9EC,£40–60k,683,Active,Spouse
CUST02222,50,Female,Glasgow,B94 4NS,£15–25k,733,Active,Spouse
CUST02223,39,Male,Manchester,G29 1PL,£15–25k,700,Active,Spouse
CUST02224,40,Male,Leeds,BS55 7DI,<£15k,672,Active,Spouse
CUST02225,34,Female,Glasgow,BT40 3SN,>£60k,728,Active,Spouse
CUST02226,64,Male,Liverpool,BT18 4IE,>£60k,770,Active,Spouse
CUST02227,26,Female,Bristol,CF26 5JC,£15–25k,777,Active,Spouse
CUST02228,31,Female,Glasgow,BT81 8RF,<£15k,708,Active,Spouse
CUST02229,49,Female,Bristol,BS13 3QO,£25–40k,610,Active,Spouse
CUST02230,42,Female,Liverpool,CF88 6OL,£25–40k,781,Active,Spouse
CUST02231,18,Male,Bristol,EH54 7OA,£40–60k,845,Active,Spouse
CUST02232,18,Male,Cardiff,SW99 7CY,<£15k,717,Active,Spouse
CUST02233,23,Male,Birmingham,BT39 4SQ,£40–60k,726,Active,Spouse
CUST02234,61,Female,Liverpool,B80 9SJ,>£60k,748,Active,Spouse
CUST02235,23,Female,London,BS17 7VA,£15–25k,758,Active,Spouse
CUST02236,40,Male,Edinburgh,CF59 1CB,>£60k,616,Active,Spouse
CUST02237,65,Female,Glasgow,M43 2JS,£25–40k,825,Active,Spouse
CUST02238,46,Female,Edinburgh,L8 2XS,£25–40k,677,Active,Spouse
CUST02239,33,Male,Cardiff,SW90 4QE,<£15k,744,Active,Spouse
CUST02240,60,Female,Cardiff,EH18 4VU,£15–25k,677,Active,Spouse
CUST02241,68,Male,Birmingham,G81 5XA,<£15k,738,Active,Spouse
CUST02242,46,Female,Edinburgh,BT89 4DC,£15–25k,719,Active,Spouse
CUST02243,30,Male,London,B78 2QD,£25–40k,743,Active,Spouse
CUST02244,31,Male,Leeds,LS14 8AQ,<£15k,669,Active,Spouse
CUST02245,43,Male,Edinburgh,BS8 2JM,<£15k,813,Active,Spouse
CUST02246,48,Male,Edinburgh,B31 9IT,£40–60k,649,Active,Spouse
CUST02247,49,Male,Edinburgh,BT16 7EU,£40–60k,734,Active,Spouse
CUST02248,63,Female,London,B19 4FQ,£40–60k,698,Active,Spouse
CUST02249,34,Male,Cardiff,LS61 8JJ,<£15k,832,Active,Spouse
CUST02250,49,Female,Manchester,BT64 6VI,£25–40k,649,Active,Spouse
CUST02251,44,Female,Bristol,BS90 2ON,£15–25k,669,Active,Spouse
CUST02252,64,Female,Bristol,B4 5OD,£25–40k,734,Active,Spouse
CUST02253,40,Female,Belfast,BS2 5BU,£15–25k,761,Active,Spouse
CUST02254,43,Female,Belfast,EH6 6EO,£25–40k,696,Active,Spouse
CUST02255,34,Female,Edinburgh,G2 3LQ,£40–60k,655,Active,Spouse
CUST02256,76,Male,Cardiff,LS45 9MQ,£15–25k,758,Active,Spouse
CUST02257,18,Female,Manchester,B84 3LU,£25–40k,642,Active,Spouse
CUST02258,27,Female,Belfast,L59 3IZ,£15–25k,703,Active,Spouse
CUST02259,38,Female,Glasgow,BS9 8MP,£40–60k,790,Active,Spouse
CUST02260,40,Male,Belfast,B74 9YV,£15–25k,819,Active,Spouse
CUST02261,43,Female,Cardiff,G17 6SS,>£60k,835,Active,Spouse
CUST02262,41,Female,Liverpool,BT80 7CB,£15–25k,689,Active,Spouse
CUST02263,59,Male,London,B30 2VD,£15–25k,747,Active,Spouse
CUST02264,25,Male,Edinburgh,EH42 4YZ,£15–25k,705,Active,Spouse
CUST02265,38,Female,Leeds,M23 7YN,<£15k,670,Active,Spouse
CUST02266,46,Female,Manchester,SW79 5DB,£15–25k,682,Active,Spouse
CUST02267,47,Female,Manchester,EH98 6TU,£40–60k,640,Active,Spouse
CUST02268,22,Female,London,B42 2WO,<£15k,759,Active,Spouse
CUST02269,62,Female,Bristol,B82 9GG,£15–25k,755,Active,Spouse
CUST02270,45,Female,Glasgow,EH57 5HG,£40–60k,678,Active,Spouse
CUST02271,35,Female,Birmingham,BS68 4CS,£15–25k,652,Active,Spouse
CUST02272,43,Female,London,M27 1ZE,£25–40k,768,Active,Spouse
CUST02273,34,Female,London,L53 9CK,£15–25k,768,Active,Spouse
CUST02274,23,Male,Birmingham,CF64 4GS,£15–25k,714,Active,Spouse
CUST02275,51,Female,Edinburgh,CF46 6TR,<£15k,668,Active,Spouse
CUST02276,29,Male,Birmingham,M57 7UM,£25–40k,750,Active,Spouse
CUST02277,45,Female,Manchester,BT11 3ZQ,<£15k,850,Active,Spouse
CUST02278,62,Female,Glasgow,M16 8HB,>£60k,769,Active,Spouse
CUST02279,18,Male,Belfast,CF43 1HJ,£25–40k,659,Active,Spouse
CUST02280,27,Female,Glasgow,BS91 6CF,<£15k,581,Active,Spouse
CUST02281,44,Female,Glasgow,M69 4QT,£40–60k,749,Active,Spouse
CUST02282,30,Male,Cardiff,G52 1RW,£15–25k,584,Active,Spouse
CUST02283,31,Female,Manchester,BT61 5UA,<£15k,690,Active,Spouse
CUST02284,41,Male,London,L54 5GK,£40–60k,700,Active,Spouse
CUST02285,51,Female,London,B27 9XK,£15–25k,699,Active,Spouse
CUST02286,58,Female,London,LS64 2ZS,£15–25k,643,Active,Spouse
CUST02287,40,Female,Belfast,SW45 2NT,£15–25k,735,Active,Spouse
CUST02288,49,Male,Belfast,M71 8EI,£15–25k,809,Active,Spouse
CUST02289,31,Female,London,M5 8QH,£15–25k,736,Active,Spouse
CUST02290,35,Male,Liverpool,BS62 5ZH,£15–25k,655,Active,Spouse
CUST02291,61,Female,London,SW4 4RT,£25–40k,698,Active,Spouse
CUST02292,48,Male,Bristol,SW71 8BM,£40–60k,666,Active,Spouse
CUST02293,37,Male,Bristol,B56 7RE,>£60k,608,Active,Spouse
CUST02294,47,Male,Manchester,EH16 6LG,£40–60k,637,Active,Spouse
CUST02295,42,Male,Liverpool,BS8 4HC,>£60k,752,Active,Spouse
CUST02296,18,Female,Belfast,SW30 7XY,£40–60k,850,Active,Spouse
CUST02297,33,Female,Cardiff,BT6 1XH,£15–25k,693,Active,Spouse
CUST02298,48,Female,London,M8 3OF,>£60k,652,Active,Spouse
CUST02299,37,Female,Glasgow,SW41 6TU,£25–40k,767,Active,Spouse
CUST02300,56,Female,Leeds,G17 7PV,£25–40k,684,Active,Spouse
CUST02301,44,Male,Manchester,M10 5RG,£25–40k,708,Active,Spouse
CUST02302,53,Female,Edinburgh,L29 8WJ,£40–60k,737,Active,Spouse
CUST02303,54,Female,Liverpool,CF38 4QI,<£15k,675,Active,Spouse
CUST02304,46,Female,Liverpool,CF65 2BL,£25–40k,759,Active,Spouse
CUST02305,78,Female,Bristol,BT63 5CG,£25–40k,704,Active,Spouse
CUST02306,36,Male,Birmingham,CF30 5XR,<£15k,651,Active,Spouse
CUST02307,54,Female,Leeds,M48 3BH,<£15k,606,Active,Spouse
CUST02308,54,Male,Edinburgh,EH15 1PB,£15–25k,738,Active,Spouse
CUST02309,37,Male,Glasgow,G76 7JC,£25–40k,714,Active,Spouse
CUST02310,41,Female,London,G79 7PA,£15–25k,620,Active,Spouse
CUST02311,53,Male,Bristol,BS57 1HG,£40–60k,726,Active,Spouse
CUST02312,38,Female,Bristol,B85 7RB,£15–25k,831,Active,Spouse
CUST02313,45,Male,Glasgow,SW70 6AT,£15–25k,589,Active,Spouse
CUST02314,60,Female,Liverpool,G97 4YA,>£60k,747,Active,Spouse
CUST02315,58,Male,Liverpool,BT56 7ZX,£40–60k,640,Active,Spouse
CUST02316,48,Female,London,M71 7XV,>£60k,699,Active,Spouse
CUST02317,42,Male,Glasgow,CF60 7SX,£15–25k,780,Active,Spouse
CUST02318,45,Female,Belfast,CF34 3MO,£25–40k,676,Active,Spouse
CUST02319,38,Male,Leeds,B2 5ZV,£15–25k,636,Active,Spouse
CUST02320,46,Female,Glasgow,M32 9JK,>£60k,785,Active,Spouse
CUST02321,40,Female,Belfast,BS5 5LI,£25–40k,716,Active,Spouse
CUST02322,42,Male,Glasgow,BT2 2JS,£15–25k,694,Active,Spouse
CUST02323,57,Female,Liverpool,G23 8OA,£15–25k,635,Active,Spouse
CUST02324,22,Male,Edinburgh,SW60 1LP,<£15k,763,Active,Spouse
CUST02325,37,Female,Cardiff,LS53 1SC,<£15k,676,Active,Spouse
CUST02326,81,Male,Glasgow,BT71 6CO,<£15k,746,Active,Spouse
CUST02327,32,Female,Birmingham,G99 5IP,£25–40k,768,Active,Spouse
CUST02328,57,Female,Birmingham,LS81 3ET,£15–25k,523,Active,Spouse
CUST02329,47,Male,London,LS15 1FV,£25–40k,638,Active,Spouse
CUST02330,43,Female,Cardiff,EH75 6BR,£25–40k,832,Active,Spouse
CUST02331,58,Female,Leeds,SW92 5IA,£40–60k,761,Active,Spouse
CUST02332,42,Male,Liverpool,CF92 1TH,£40–60k,761,Active,Spouse
CUST02333,34,Female,Liverpool,M10 9OD,<£15k,708,Active,Spouse
CUST02334,57,Female,Cardiff,M31 4KS,<£15k,747,Active,Spouse
CUST02335,23,Male,Liverpool,BS10 7JE,<£15k,814,Active,Spouse
CUST02336,31,Male,London,L78 6KN,£25–40k,850,Active,Spouse
CUST02337,57,Female,Liverpool,EH38 1FL,£25–40k,746,Active,Spouse
CUST02338,32,Male,London,G20 1DT,£25–40k,670,Active,Spouse
CUST02339,72,Female,Leeds,L66 9ZS,£25–40k,798,Active,Spouse
CUST02340,42,Male,Liverpool,LS49 1VX,£40–60k,685,Active,Spouse
CUST02341,41,Female,Birmingham,BS98 2CH,£25–40k,768,Active,Spouse
CUST02342,60,Male,Belfast,CF74 9XN,£15–25k,723,Active,Spouse
CUST02343,47,Male,Cardiff,M68 1TP,>£60k,689,Active,Spouse
CUST02344,83,Female,Cardiff,CF57 6IG,£15–25k,620,Active,Spouse
CUST02345,39,Female,Belfast,G32 6HZ,£25–40k,718,Active,Spouse
CUST02346,22,Female,Liverpool,LS59 6XD,£40–60k,666,Active,Spouse
CUST02347,77,Male,Leeds,EH94 7LC,£25–40k,757,Active,Spouse
CUST02348,36,Female,Liverpool,CF65 2LU,>£60k,664,Active,Spouse
CUST02349,25,Female,Edinburgh,BT30 8ZN,>£60k,673,Active,Spouse
CUST02350,53,Female,Leeds,BT17 9HY,£40–60k,722,Active,Spouse
CUST02351,39,Male,Bristol,BT86 3TI,£25–40k,645,Active,Spouse
CUST02352,42,Male,Glasgow,L41 2CN,£15–25k,687,Active,Spouse
CUST02353,57,Female,Bristol,CF19 8UY,£40–60k,713,Active,Spouse
CUST02354,46,Male,Leeds,B59 1FD,£25–40k,774,Active,Spouse
CUST02355,69,Male,Bristol,G98 9WP,£15–25k,722,Active,Spouse
CUST02356,50,Male,Manchester,B5 7AW,£40–60k,692,Active,Spouse
CUST02357,32,Female,Birmingham,M17 9QM,>£60k,753,Active,Spouse
CUST02358,55,Male,Bristol,L17 7WR,<£15k,697,Active,Spouse
CUST02359,48,Male,Leeds,G16 6KS,>£60k,769,Active,Spouse
CUST02360,65,Male,Belfast,BT14 1CX,£25–40k,558,Active,Spouse
CUST02361,35,Female,Liverpool,EH53 8XN,£25–40k,697,Active,Spouse
CUST02362,29,Male,Glasgow,EH90 3XF,£15–25k,715,Active,Spouse
CUST02363,36,Female,Belfast,CF11 3AS,£15–25k,717,Active,Spouse
CUST02364,36,Male,Belfast,L87 8MK,£40–60k,669,Active,Spouse
CUST02365,49,Male,Edinburgh,B66 5YD,£15–25k,756,Active,Spouse
CUST02366,54,Male,Leeds,G64 6BS,£40–60k,698,Active,Spouse
CUST02367,18,Male,Cardiff,CF75 9NJ,<£15k,668,Active,Spouse
CUST02368,35,Female,Liverpool,BS41 3EB,<£15k,744,Active,Spouse
CUST02369,47,Female,Leeds,BS67 5ST,£25–40k,711,Active,Spouse
CUST02370,33,Male,Liverpool,M45 5FD,£25–40k,783,Active,Spouse
CUST02371,47,Female,Glasgow,G63 8HF,£25–40k,648,Active,Spouse
CUST02372,33,Female,Glasgow,G78 2HV,£15–25k,719,Active,Spouse
CUST02373,31,Male,Glasgow,B13 4RQ,£15–25k,662,Active,Spouse
CUST02374,28,Female,Birmingham,SW77 1RR,>£60k,743,Active,Spouse
CUST02375,32,Male,Leeds,SW63 1LG,£25–40k,795,Active,Spouse
CUST02376,51,Male,Glasgow,BT55 8QE,>£60k,633,Active,Spouse
CUST02377,54,Male,Edinburgh,G15 2ON,£15–25k,784,Active,Spouse
CUST02378,43,Male,Edinburgh,G12 3IX,<£15k,792,Active,Spouse
CUST02379,52,Male,Manchester,L11 4XC,£25–40k,665,Active,Spouse
CUST02380,78,Female,Liverpool,B65 6IO,>£60k,619,Active,Spouse
CUST02381,40,Male,Cardiff,M91 6BN,£25–40k,698,Active,Spouse
CUST02382,74,Male,Manchester,CF41 4RV,£25–40k,745,Active,Spouse
CUST02383,53,Male,London,SW32 3SM,£40–60k,656,Active,Spouse
CUST02384,43,Female,Leeds,LS34 8EP,£15–25k,666,Active,Spouse
CUST02385,53,Female,Birmingham,EH37 3GU,£15–25k,772,Active,Spouse
CUST02386,82,Male,Manchester,CF93 4AN,£40–60k,672,Active,Spouse
CUST02387,24,Male,Manchester,EH72 4WF,<£15k,681,Active,Spouse
CUST02388,60,Female,London,BS89 5TM,£15–25k,649,Active,Spouse
CUST02389,45,Female,Belfast,LS82 6PQ,£40–60k,735,Active,Spouse
CUST02390,38,Male,Birmingham,G30 5VP,<£15k,713,Active,Spouse
CUST02391,31,Female,Edinburgh,BS77 6RP,£15–25k,777,Active,Spouse
CUST02392,41,Male,Glasgow,M29 2YY,£15–25k,712,Active,Spouse
CUST02393,18,Female,Glasgow,BS58 6HV,<£15k,636,Active,Spouse
CUST02394,60,Male,Bristol,M23 8KV,>£60k,673,Active,Spouse
CUST02395,31,Female,Manchester,L90 7WE,£25–40k,613,Active,Spouse
CUST02396,63,Male,Edinburgh,EH77 7VH,£40–60k,742,Active,Spouse
CUST02397,54,Female,London,G35 9GZ,£40–60k,801,Active,Spouse
CUST02398,40,Female,Bristol,SW72 6IV,<£15k,618,Active,Spouse
CUST02399,45,Male,Liverpool,BS51 8NM,>£60k,815,Active,Spouse
CUST02400,46,Male,Glasgow,SW35 8XH,<£15k,770,Active,Spouse
CUST02401,25,Female,Liverpool,SW40 8NH,>£60k,655,Active,Spouse
CUST02402,59,Female,Belfast,B69 4YU,£25–40k,710,Active,Spouse
CUST02403,43,Female,Manchester,BT79 6ET,£15–25k,769,Active,Spouse
CUST02404,58,Female,Cardiff,SW93 1ZM,<£15k,712,Active,Spouse
CUST02405,18,Female,Manchester,L46 9CU,£40–60k,701,Active,Spouse
CUST02406,51,Female,London,CF27 6RG,<£15k,596,Active,Spouse
CUST02407,51,Female,Birmingham,CF51 4JZ,£15–25k,772,Active,Spouse
CUST02408,45,Male,Birmingham,L43 7GR,>£60k,640,Active,Spouse
CUST02409,18,Male,Leeds,SW5 1YQ,£25–40k,725,Active,Spouse
CUST02410,20,Female,Manchester,CF51 8BF,£15–25k,737,Active,Spouse
CUST02411,72,Male,Glasgow,G4 4UY,>£60k,571,Active,Spouse
CUST02412,34,Male,Leeds,SW35 2ZM,£25–40k,687,Active,Spouse
CUST02413,74,Male,Bristol,B95 5CC,£15–25k,708,Active,Spouse
CUST02414,38,Female,Manchester,CF93 7AA,<£15k,762,Active,Spouse
CUST02415,39,Female,Cardiff,BT20 2XS,£25–40k,654,Active,Spouse
CUST02416,54,Female,Bristol,LS78 5ZK,£25–40k,768,Active,Spouse
CUST02417,18,Female,Bristol,CF96 1JI,£15–25k,653,Active,Spouse
CUST02418,48,Female,Edinburgh,LS13 5US,<£15k,689,Active,Spouse
CUST02419,44,Female,Edinburgh,BS38 7CH,£15–25k,641,Active,Spouse
CUST02420,55,Male,Bristol,CF36 8JW,<£15k,795,Active,Spouse
CUST02421,33,Female,Cardiff,CF32 7AP,£25–40k,741,Active,Spouse
CUST02422,60,Female,Bristol,L98 9WD,£15–25k,712,Active,Spouse
CUST02423,54,Male,Edinburgh,LS74 1MY,<£15k,658,Active,Spouse
CUST02424,67,Male,Leeds,EH48 8SD,£15–25k,768,Active,Spouse
CUST02425,64,Male,Glasgow,L19 2DR,>£60k,631,Active,Spouse
CUST02426,52,Male,Birmingham,LS63 4CE,<£15k,663,Active,Spouse
CUST02427,69,Female,Bristol,BT61 9XS,>£60k,653,Active,Spouse
CUST02428,48,Male,Leeds,SW99 8IN,£15–25k,581,Active,Spouse
CUST02429,48,Female,Glasgow,L20 1KW,<£15k,632,Active,Spouse
CUST02430,53,Male,Belfast,BT53 1IW,£40–60k,691,Active,Spouse
CUST02431,39,Female,Leeds,CF63 9PK,£40–60k,798,Active,Spouse
CUST02432,79,Female,Leeds,L60 8QR,£25–40k,616,Active,Spouse
CUST02433,40,Male,Manchester,M55 2ME,£15–25k,751,Active,Spouse
CUST02434,50,Female,London,B67 2FG,£25–40k,747,Active,Spouse
CUST02435,43,Female,Edinburgh,M5 7PF,£15–25k,771,Active,Spouse
CUST02436,48,Male,Cardiff,EH18 9NM,£25–40k,726,Active,Spouse
CUST02437,28,Female,London,G16 7JX,£15–25k,706,Active,Spouse
CUST02438,58,Female,Glasgow,CF42 6SU,£15–25k,719,Active,Spouse
CUST02439,75,Female,Birmingham,B38 9VG,£15–25k,708,Active,Spouse
CUST02440,52,Male,Belfast,L67 5PO,>£60k,712,Active,Spouse
CUST02441,44,Male,Leeds,L96 3FQ,£25–40k,754,Active,Spouse
CUST02442,43,Female,Edinburgh,SW41 7FE,<£15k,629,Active,Spouse
CUST02443,68,Female,Edinburgh,M1 5WG,>£60k,664,Active,Spouse
CUST02444,23,Female,Leeds,M69 8KD,£40–60k,738,Active,Spouse
CUST02445,71,Female,London,BT60 3CL,£40–60k,739,Active,Spouse
CUST02446,66,Male,Cardiff,LS45 1GI,£15–25k,647,Active,Spouse
CUST02447,27,Male,Glasgow,BS75 5LT,<£15k,680,Active,Spouse
CUST02448,61,Female,Bristol,G72 9UV,£15–25k,733,Active,Spouse
CUST02449,54,Male,Leeds,M76 3DX,£40–60k,708,Active,Spouse
CUST02450,40,Female,Leeds,G23 5SD,£40–60k,711,Active,Spouse
CUST02451,42,Female,Birmingham,CF76 7KS,£25–40k,677,Active,Spouse
CUST02452,51,Male,Belfast,BT36 8GF,<£15k,686,Active,Spouse
CUST02453,49,Male,London,LS28 2ZT,£15–25k,587,Active,Spouse
CUST02454,48,Other,Birmingham,B22 8AK,£15–25k,685,Active,Spouse
CUST02455,67,Female,Manchester,SW18 9ZO,£15–25k,611,Active,Spouse
CUST02456,46,Male,Bristol,EH42 5QY,£25–40k,753,Active,Spouse
CUST02457,43,Male,Manchester,LS72 7MY,£15–25k,683,Active,Spouse
CUST02458,58,Female,Bristol,EH46 5QK,>£60k,732,Active,Spouse
CUST02459,54,Female,Cardiff,M78 4FU,£15–25k,677,Active,Spouse
CUST02460,37,Female,Glasgow,B56 9OP,£25–40k,717,Active,Spouse
CUST02461,59,Female,Glasgow,M72 7UL,£15–25k,622,Active,Spouse
CUST02462,44,Female,Birmingham,SW47 8YV,>£60k,672,Active,Spouse
CUST02463,45,Female,Liverpool,BS28 9GM,£25–40k,746,Active,Spouse
CUST02464,33,Male,Liverpool,B96 1GO,£25–40k,739,Active,Spouse
CUST02465,39,Male,Liverpool,CF25 1SJ,>£60k,768,Active,Spouse
CUST02466,33,Male,Liverpool,M48 5QA,£40–60k,757,Active,Spouse
CUST02467,26,Male,Belfast,G5 5UP,>£60k,713,Active,Spouse
CUST02468,55,Male,Bristol,SW90 5IU,£40–60k,657,Active,Spouse
CUST02469,18,Female,London,BT4 8TU,>£60k,674,Active,Spouse
CUST02470,45,Male,Edinburgh,EH23 8XU,£25–40k,683,Active,Spouse
CUST02471,37,Female,Cardiff,M5 6AT,<£15k,753,Active,Spouse
CUST02472,63,Male,Birmingham,B17 2ND,£15–25k,771,Active,Spouse
CUST02473,52,Male,London,EH82 1KD,£25–40k,738,Active,Spouse
CUST02474,31,Female,Cardiff,G25 1KV,£40–60k,698,Active,Spouse
CUST02475,47,Female,Liverpool,B76 6QA,£25–40k,719,Active,Spouse
CUST02476,49,Female,Bristol,BS86 1CG,<£15k,703,Active,Spouse
CUST02477,52,Female,Cardiff,B94 5CF,£25–40k,716,Active,Spouse
CUST02478,48,Male,Edinburgh,SW36 4WQ,£25–40k,661,Active,Spouse
CUST02479,28,Male,Bristol,B82 1JI,£25–40k,720,Active,Spouse
CUST02480,39,Female,Cardiff,L16 6OS,£15–25k,663,Active,Spouse
CUST02481,55,Male,Manchester,BT60 2DC,£15–25k,698,Active,Spouse
CUST02482,66,Female,Birmingham,M24 6SU,>£60k,735,Active,Spouse
CUST02483,34,Male,London,B2 4UL,£15–25k,743,Active,Spouse
CUST02484,51,Female,Edinburgh,M93 4JV,<£15k,655,Active,Spouse
CUST02485,37,Male,Leeds,B40 1MW,£40–60k,740,Active,Spouse
CUST02486,20,Male,Glasgow,B36 3SK,£25–40k,579,Active,Spouse
CUST02487,48,Male,Bristol,LS25 5GF,£25–40k,707,Active,Spouse
CUST02488,49,Male,Glasgow,G90 8IC,£25–40k,708,Active,Spouse
CUST02489,52,Male,Edinburgh,L75 6LY,£25–40k,776,Active,Spouse
CUST02490,45,Female,Cardiff,EH81 3BS,>£60k,618,Active,Spouse
CUST02491,18,Male,Bristol,B69 4WN,>£60k,681,Active,Spouse
CUST02492,40,Male,Liverpool,G27 6WQ,£40–60k,626,Active,Spouse
CUST02493,18,Male,Cardiff,G12 9YG,>£60k,677,Active,Spouse
CUST02494,71,Female,Glasgow,LS60 5BD,>£60k,725,Active,Spouse
CUST02495,50,Male,Cardiff,B61 3OS,£15–25k,692,Active,Spouse
CUST02496,40,Male,Liverpool,L73 7VS,£15–25k,731,Active,Spouse
CUST02497,28,Female,London,L90 2UL,>£60k,822,Active,Spouse
CUST02498,29,Female,London,B54 8KK,£15–25k,737,Active,Spouse
CUST02499,30,Male,Manchester,B46 5FO,£15–25k,709,Active,Spouse
CUST02500,56,Female,Cardiff,B97 1OZ,£40–60k,607,Active,Spouse
CUST02501,31,Female,Belfast,EH76 7XM,<£15k,650,Active,Spouse
CUST02502,41,Female,Edinburgh,LS33 6TK,£15–25k,716,Active,Spouse
CUST02503,71,Female,Edinburgh,BS39 1HY,£15–25k,669,Active,Spouse
CUST02504,70,Male,Cardiff,M54 7YI,<£15k,723,Active,Spouse
CUST02505,28,Female,Belfast,BS76 1FQ,£15–25k,692,Active,Spouse
CUST02506,24,Female,Birmingham,G77 9GS,<£15k,681,Active,Spouse
CUST02507,39,Male,Birmingham,B85 6ZB,£25–40k,710,Active,Spouse
CUST02508,54,Female,Manchester,G99 3ZL,£40–60k,697,Active,Spouse
