PolicyID,CustomerID,Product,CoverageAmount,PremiumAmount,PolicyTermYears,Status,PolicyStartDate,PolicyLapseDate,BeneficiaryRelation
POL00639,CUST01805,Term Life,200000.0,41.67,20,Active,2022-10-18,,Child
POL00640,CUST00336,Whole Life,133331.34,33.07,10,Active,2022-04-27,,Child
POL00641,CUST03155,Term Life,127670.66,41.67,20,Active,2023-01-23,,Parent
POL00642,CUST01417,Unit-linked,87967.04,45.61,30,Active,2022-03-23,,Child
POL00643,CUST03030,Whole Life,122394.47,39.11,10,Active,2023-12-25,,Child
POL00644,CUST04813,Endowment,463209.87,20.0,20,Active,2023-02-03,,Child
POL00645,CUST01267,Unit-linked,186559.59,20.0,30,Active,2024-04-03,,Spouse
POL00646,CUST02422,Term Life,67015.96,20.0,10,Active,2023-02-08,,Child
POL00647,CUST02919,Whole Life,96461.58,85.96,20,Active,2022-01-11,,Child
POL00648,CUST01554,Term Life,262151.03,85.12,5,Lapsed,2024-01-10,2025-08-03,Parent
POL00649,CUST00817,Whole Life,200000.0,20.0,5,Active,2025-10-12,,Parent
POL00650,CUST02482,Term Life,280755.68,25.93,19,Active,2024-06-15,,Spouse
POL00651,CUST03540,Term Life,141624.38,27.45,30,Active,2024-01-11,,Child
POL00652,CUST02486,Term Life,142901.57,32.31,10,Active,2023-01-20,,Child
POL00653,CUST01158,Term Life,179480.12,41.67,10,Active,2024-10-11,,Child
POL00654,CUST00672,Term Life,74674.66,20.0,20,Active,2022-12-01,,Spouse
POL00655,CUST00857,Unit-linked,82104.42,26.22,20,Active,2025-12-21,,Spouse
POL00656,CUST00764,Whole Life,94590.58,20.0,20,Active,2023-01-06,,Spouse
POL00657,CUST01097,Unit-linked,221300.4,20.0,10,Active,2025-02-18,,Parent
POL00658,CUST01031,Endowment,248052.54,20.0,20,Active,2022-01-21,,Child
POL00659,CUST03294,Whole Life,82680.42,36.57,20,Active,2025-01-27,,Child
POL00660,CUST03124,Term Life,97222.69,26.01,5,Active,2023-01-21,,Spouse
POL00661,CUST00707,Annuity,225651.24,20.0,10,Active,2024-01-19,,Child
POL00662,CUST02881,Annuity,213453.9,23.84,30,Active,2025-03-02,,Child
POL00663,CUST01293,Term Life,229843.67,45.61,10,Active,2022-01-21,,Child
POL00664,CUST02189,Term Life,204239.62,24.55,20,Active,2025-10-24,,Spouse
POL00665,CUST01567,Whole Life,87909.22,20.0,20,Active,2023-02-20,,Spouse
POL00666,CUST02418,Term Life,135777.78,20.69,30,Active,2022-12-11,,Other
POL00667,CUST04192,Term Life,251531.4,40.75,20,Active,2022-11-23,,Other
POL00668,CUST04227,Critical Illness,89043.59,20.0,10,Active,2022-07-10,,Spouse
POL00669,CUST01421,Critical Illness,304591.8,83.33,20,Active,2024-03-01,,Child
POL00670,CUST02937,Critical Illness,125931.89,26.42,10,Active,2024-08-15,,Spouse
POL00671,CUST03269,Term Life,93593.77,88.67,10,Active,2024-10-02,,Parent
POL00672,CUST00190,Unit-linked,85092.63,20.0,30,Active,2024-02-14,,Spouse
POL00673,CUST02126,Term Life,59945.45,28.39,10,Active,2022-01-13,,Spouse
POL00674,CUST02903,Endowment,155081.95,101.37,10,Active,2023-03-17,,Spouse
POL00675,CUST04348,Term Life,62678.15,27.31,30,Active,2025-09-24,,Spouse
POL00676,CUST02847,Annuity,113902.78,74.77,20,Active,2023-10-03,,Child
POL00677,CUST00429,Term Life,147810.65,20.0,17,Active,2023-03-27,,Child
POL00678,CUST00800,Term Life,126249.08,20.0,17,Active,2025-04-01,,Child
POL00679,CUST04826,Unit-linked,200000.0,41.67,20,Active,2022-08-25,,Child
POL00680,CUST00126,Whole Life,126021.48,24.79,10,Active,2022-01-07,,Spouse
POL00681,CUST02100,Endowment,298150.04,26.28,10,Active,2024-09-24,,Spouse
POL00682,CUST01380,Term Life,271188.86,44.96,20,Lapsed,2024-10-10,2022-07-15,Spouse
POL00683,CUST04615,Annuity,130411.98,20.0,4,Active,2023-06-10,,Spouse
POL00684,CUST04821,Term Life,274826.58,44.22,20,Active,2025-02-16,,Child
POL00685,CUST00461,Whole Life,277892.28,20.0,30,Active,2023-06-05,,Trust/Charity
POL00686,CUST03226,Whole Life,115729.39,29.01,30,Active,2024-09-28,,Spouse
POL00687,CUST04235,Term Life,200000.0,41.67,5,Active,2025-11-27,,Spouse
POL00688,CUST03112,Term Life,96876.54,180.95,5,Active,2023-03-12,,Trust/Charity
POL00689,CUST04381,Term Life,80764.36,20.0,10,Active,2023-03-23,,Trust/Charity
POL00690,CUST00013,Term Life,242773.79,27.71,20,Active,2023-02-05,,Spouse
POL00691,CUST01717,Unit-linked,81911.68,55.76,20,Active,2024-01-14,,Other
POL00692,CUST02441,Term Life,90747.68,41.04,10,Active,2025-07-14,,Child
POL00693,CUST04115,Term Life,125080.0,47.32,20,Active,2025-01-09,,Child
POL00694,CUST04519,Term Life,87964.64,28.94,20,Active,2024-01-24,,Other
POL00695,CUST02666,Whole Life,75511.03,26.82,30,Lapsed,2024-08-05,2024-08-07,Other
POL00696,CUST00664,Term Life,92223.3,99.5,20,Active,2024-06-22,,Parent
POL00697,CUST02701,Term Life,54769.72,36.98,10,Active,2025-03-09,,Child
POL00698,CUST02264,Term Life,51326.03,53.64,20,Active,2022-01-23,,Spouse
POL00699,CUST04313,Whole Life,152332.79,34.75,30,Active,2025-03-15,,Spouse
POL00700,CUST00985,Term Life,257360.23,83.33,5,Active,2022-11-26,,Spouse
POL00701,CUST04038,Whole Life,108046.53,20.0,5,Active,2023-06-09,,Child
POL00702,CUST02913,Endowment,132841.67,93.07,5,Active,2024-02-25,,Spouse
POL00703,CUST00914,Critical Illness,86083.19,20.0,20,Active,2025-08-08,,Child
POL00704,CUST00065,Critical Illness,161045.75,20.0,20,Active,2023-01-12,,Other
POL00705,CUST01504,Endowment,121277.08,36.57,30,Active,2022-01-13,,Spouse
POL00706,CUST00308,Term Life,147691.94,24.61,20,Active,2024-01-19,,Other
POL00707,CUST01271,Whole Life,109368.4,20.0,20,Active,2024-01-05,,Other
POL00708,CUST02300,Term Life,187569.18,51.16,20,Active,2023-12-10,,Child
POL00709,CUST04916,Whole Life,84824.99,58.4,30,Active,2025-01-14,,Spouse
POL00710,CUST04650,Critical Illness,261843.84,20.0,20,Active,2025-05-21,,Child
POL00711,CUST00678,Term Life,99387.22,27.19,30,Lapsed,2022-09-09,2023-06-10,Spouse
POL00712,CUST04534,Whole Life,194688.45,20.0,20,Active,2024-01-28,,Spouse
POL00713,CUST01982,Term Life,26524.78,27.37,30,Active,2025-09-13,,Spouse
POL00714,CUST03981,Critical Illness,182891.57,32.06,20,Active,2024-01-11,,Parent
POL00715,CUST03414,Term Life,69759.13,39.73,10,Active,2023-06-19,,Child
POL00716,CUST03219,Whole Life,136304.82,22.34,20,Active,2025-01-16,,Spouse
POL00717,CUST03300,Term Life,119964.23,35.12,30,Lapsed,2025-03-05,2024-08-07,Child
POL00718,CUST03236,Unit-linked,186753.44,23.73,5,Active,2022-05-04,,Spouse
POL00719,CUST01254,Term Life,167046.94,53.73,5,Active,2025-06-15,,Spouse
POL00720,CUST01257,Term Life,165368.46,20.0,20,Active,2022-06-06,,Other
POL00721,CUST02927,Annuity,151005.92,20.0,20,Active,2023-12-18,,Child
POL00722,CUST00160,Annuity,207977.36,22.99,30,Active,2024-08-28,,Spouse
POL00723,CUST01136,Whole Life,110470.42,135.42,10,Active,2023-01-13,,Other
POL00724,CUST02128,Whole Life,182763.78,20.0,20,Active,2024-01-13,,Other
POL00725,CUST04194,Term Life,200000.0,41.67,20,Active,2025-12-01,,Child
POL00726,CUST00183,Unit-linked,129633.58,83.33,10,Active,2022-06-22,,Spouse
POL00727,CUST04608,Term Life,113752.53,35.62,30,Active,2022-02-15,,Spouse
POL00728,CUST03033,Term Life,48547.3,47.68,20,Active,2024-01-10,,Child
POL00729,CUST02513,Whole Life,200000.0,29.64,20,Active,2024-03-07,,Spouse
POL00730,CUST03518,Unit-linked,50894.83,25.49,10,Active,2023-10-17,,Child
POL00731,CUST02003,Term Life,129136.04,26.69,10,Active,2024-11-22,,Spouse
POL00732,CUST02229,Term Life,253451.15,98.27,30,Active,2024-07-13,,Child
POL00733,CUST04770,Term Life,200877.47,20.0,10,Active,2022-08-12,,Child
POL00734,CUST02157,Term Life,194277.04,39.12,30,Active,2023-12-21,,Spouse
POL00735,CUST01823,Term Life,139836.29,41.67,20,Active,2025-07-22,,Child
POL00736,CUST02754,Whole Life,139323.5,44.32,20,Active,2023-10-05,,Child
POL00737,CUST04769,Unit-linked,200000.0,41.67,30,Active,2022-10-16,,Child
POL00738,CUST01974,Term Life,253055.5,81.27,5,Active,2024-02-07,,Child
POL00739,CUST03799,Whole Life,332636.65,32.99,20,Active,2022-01-04,,Trust/Charity
POL00740,CUST02728,Term Life,121995.72,20.0,20,Active,2025-08-28,,Spouse
POL00741,CUST02357,Term Life,69772.35,95.3,20,Lapsed,2023-05-22,2024-08-18,Parent
POL00742,CUST03962,Endowment,253697.75,20.0,20,Active,2024-01-12,,Other
POL00743,CUST04099,Unit-linked,88364.19,27.57,4,Active,2022-05-08,,Spouse
POL00744,CUST03996,Whole Life,61459.11,76.67,20,Active,2024-07-21,,Other
POL00745,CUST01753,Whole Life,156757.28,20.0,20,Active,2023-06-08,,Other
POL00746,CUST04394,Term Life,405521.41,20.0,20,Lapsed,2024-06-18,2024-07-24,Child
POL00747,CUST04897,Term Life,72464.16,37.31,10,Active,2024-08-17,,Child
POL00748,CUST03348,Term Life,259785.73,20.0,20,Active,2024-03-21,,Spouse
POL00749,CUST01584,Whole Life,102163.06,21.3,20,Active,2023-04-24,,Spouse
POL00750,CUST02473,Annuity,176836.04,22.36,30,Active,2022-05-15,,Trust/Charity
POL00751,CUST03280,Term Life,126889.2,20.0,5,Active,2022-08-09,,Child
POL00752,CUST04036,Whole Life,190202.14,21.93,5,Active,2023-08-10,,Parent
POL00753,CUST02861,Term Life,92315.01,38.84,10,Active,2024-10-02,,Child
POL00754,CUST01775,Term Life,223343.87,33.66,5,Active,2024-05-23,,Parent
POL00755,CUST00303,Term Life,334208.34,20.0,24,Active,2022-01-07,,Spouse
POL00756,CUST00158,Term Life,323910.48,25.73,25,Active,2024-01-20,,Spouse
POL00757,CUST00322,Term Life,102616.56,28.65,20,Active,2022-08-13,,Spouse
POL00758,CUST02209,Term Life,68657.83,51.41,20,Active,2025-08-23,,Parent
POL00759,CUST04333,Whole Life,270544.18,20.0,30,Active,2022-11-13,,Child
POL00760,CUST01278,Term Life,185525.44,62.2,5,Active,2024-01-19,,Child
POL00761,CUST01936,Unit-linked,63009.14,24.07,20,Active,2025-10-15,,Parent
POL00762,CUST01621,Term Life,370971.46,74.36,20,Active,2023-08-12,,Child
POL00763,CUST02916,Whole Life,107449.5,23.33,20,Active,2025-10-02,,Spouse
POL00764,CUST03722,Whole Life,65944.46,55.72,20,Active,2023-01-09,,Child
POL00765,CUST01750,Term Life,225970.09,31.32,20,Active,2024-01-27,,Child
POL00766,CUST01588,Term Life,90648.2,76.34,10,Lapsed,2024-02-07,2025-07-06,Child
POL00767,CUST02537,Term Life,103463.37,20.0,10,Active,2025-04-13,,Child
POL00768,CUST01843,Term Life,244684.54,26.87,30,Active,2025-12-15,,Parent
POL00769,CUST00512,Unit-linked,400000.0,62.78,20,Active,2022-05-07,,Parent
POL00770,CUST00090,Whole Life,141078.53,30.46,30,Active,2023-08-26,,Parent
POL00771,CUST03579,Term Life,76128.9,20.0,20,Active,2023-09-13,,Spouse
POL00772,CUST04207,Term Life,94295.83,20.0,20,Active,2024-01-06,,Other
POL00773,CUST03400,Term Life,98460.7,34.82,5,Active,2025-01-26,,Child
POL00774,CUST02166,Whole Life,124656.25,85.48,30,Active,2023-02-17,,Spouse
POL00775,CUST04285,Term Life,160206.12,25.43,10,Active,2022-10-03,,Spouse
POL00776,CUST01052,Whole Life,187188.13,41.67,10,Active,2022-03-09,,Spouse
POL00777,CUST01363,Unit-linked,200000.0,33.53,20,Active,2025-03-03,,Spouse
POL00778,CUST04797,Annuity,70669.18,37.77,20,Active,2023-11-27,,Spouse
POL00779,CUST02507,Term Life,95352.4,20.0,30,Active,2025-06-09,,Spouse
POL00780,CUST02235,Whole Life,244241.34,82.87,20,Active,2023-06-06,,Child
POL00781,CUST02597,Annuity,200000.0,26.14,5,Active,2022-02-17,,Spouse
POL00782,CUST04360,Term Life,85289.12,40.33,30,Active,2024-12-03,,Child
POL00783,CUST03687,Term Life,204462.46,44.54,20,Active,2022-01-22,,Spouse
POL00784,CUST00474,Unit-linked,85257.82,83.33,10,Active,2022-01-23,,Child
POL00785,CUST03641,Unit-linked,103316.67,27.54,30,Active,2025-12-17,,Spouse
POL00786,CUST00816,Critical Illness,139989.49,20.0,10,Active,2025-05-03,,Other
POL00787,CUST01102,Whole Life,152316.88,47.52,10,Active,2022-01-09,,Spouse
POL00788,CUST01997,Term Life,202206.57,37.43,20,Active,2024-01-09,,Child
POL00789,CUST00798,Annuity,347199.07,22.62,10,Active,2025-01-06,,Spouse
POL00790,CUST03188,Term Life,200000.0,41.25,5,Active,2022-01-17,,Spouse
POL00791,CUST02384,Whole Life,131067.33,20.0,20,Active,2022-08-24,,Spouse
POL00792,CUST03455,Term Life,148959.01,20.0,20,Active,2025-08-04,,Child
POL00793,CUST01943,Endowment,125427.53,24.34,30,Active,2023-07-24,,Other
POL00794,CUST00021,Whole Life,123194.09,22.27,5,Active,2025-11-23,,Child
POL00795,CUST03408,Term Life,108970.22,20.0,20,Active,2022-01-16,,Spouse
POL00796,CUST02309,Term Life,79063.5,89.42,20,Lapsed,2025-09-18,2024-06-17,Spouse
POL00797,CUST03194,Term Life,118021.25,83.33,20,Active,2022-04-08,,Child
POL00798,CUST01325,Unit-linked,101073.99,20.0,20,Active,2024-05-26,,Spouse
POL00799,CUST03517,Term Life,110698.31,35.07,20,Lapsed,2022-02-13,2023-08-22,Child
POL00800,CUST00167,Annuity,106616.31,51.8,20,Active,2022-05-19,,Spouse
POL00801,CUST03985,Term Life,103150.29,41.18,10,Active,2024-04-05,,Other
POL00802,CUST00937,Unit-linked,174783.2,42.3,20,Lapsed,2025-10-22,2022-08-28,Spouse
POL00803,CUST03061,Annuity,43870.87,22.59,16,Active,2023-02-13,,Child
POL00804,CUST03205,Term Life,77184.73,20.0,30,Active,2025-01-09,,Child
POL00805,CUST02720,Whole Life,496069.5,35.44,30,Active,2023-02-21,,Child
POL00806,CUST01134,Annuity,180374.78,38.03,17,Active,2023-06-13,,Other
POL00807,CUST00926,Critical Illness,67433.95,26.64,10,Active,2022-12-18,,Parent
POL00808,CUST03731,Term Life,662073.28,20.0,20,Active,2022-05-05,,Other
POL00809,CUST04943,Whole Life,168980.54,41.67,30,Active,2024-01-18,,Spouse
POL00810,CUST04124,Term Life,151325.49,45.92,20,Active,2022-04-01,,Child
POL00811,CUST03675,Term Life,72294.09,36.77,0,Active,2024-01-28,,Child
POL00812,CUST02078,Term Life,171312.58,36.1,20,Lapsed,2024-04-04,2023-08-03,Other
POL00813,CUST02492,Whole Life,91174.77,37.74,10,Active,2022-01-05,,Child
POL00814,CUST02003,Term Life,150526.13,83.33,30,Active,2024-01-12,,Trust/Charity
POL00815,CUST04775,Term Life,355098.64,20.0,10,Active,2022-10-08,,Spouse
POL00816,CUST04938,Unit-linked,26847.82,41.67,20,Active,2025-08-03,,Child
POL00817,CUST00219,Term Life,214704.74,72.44,30,Active,2024-01-14,,Spouse
POL00818,CUST00466,Term Life,90121.03,35.91,30,Active,2022-05-05,,Spouse
POL00819,CUST03129,Term Life,172650.31,28.16,6,Active,2022-01-13,,Other
POL00820,CUST04548,Term Life,185575.14,30.04,10,Active,2023-04-15,,Child
POL00821,CUST02120,Term Life,101247.81,41.67,20,Active,2025-01-25,,Child
POL00822,CUST03747,Term Life,144745.76,26.9,20,Lapsed,2025-11-28,2025-07-08,Spouse
POL00823,CUST02540,Whole Life,340950.42,51.14,5,Active,2025-11-22,,Spouse
POL00824,CUST01910,Term Life,98272.28,41.67,16,Active,2025-11-25,,Child
POL00825,CUST01450,Term Life,183325.63,33.54,10,Active,2025-07-11,,Child
POL00826,CUST04094,Whole Life,104191.56,31.79,10,Active,2024-05-04,,Spouse
POL00827,CUST02475,Term Life,122038.16,51.06,20,Active,2022-09-19,,Spouse
POL00828,CUST03594,Term Life,116320.79,20.0,30,Active,2022-04-18,,Spouse
POL00829,CUST02821,Whole Life,125397.53,29.58,10,Active,2024-06-06,,Other
POL00830,CUST03727,Term Life,141201.94,23.23,10,Active,2024-10-27,,Spouse
POL00831,CUST02448,Term Life,190726.66,83.33,20,Active,2022-07-04,,Spouse
POL00832,CUST04719,Whole Life,87309.83,41.67,5,Active,2025-05-12,,Spouse
POL00833,CUST02876,Whole Life,106135.76,29.44,10,Active,2023-08-17,,Spouse
POL00834,CUST03734,Critical Illness,278675.19,24.81,20,Active,2025-01-22,,Spouse
POL00835,CUST02425,Annuity,148362.3,20.0,21,Active,2022-05-25,,Spouse
POL00836,CUST04157,Whole Life,75162.69,41.67,20,Active,2025-11-17,,Child
POL00837,CUST03414,Whole Life,158555.55,20.0,30,Active,2025-01-13,,Child
POL00838,CUST04894,Annuity,186383.68,62.95,5,Active,2025-01-03,,Spouse
POL00839,CUST01083,Term Life,153390.47,41.67,10,Active,2025-09-02,,Parent
POL00840,CUST03627,Term Life,285580.64,20.0,10,Active,2025-08-20,,Child
POL00841,CUST00334,Unit-linked,138197.86,20.0,16,Active,2025-04-05,,Other
POL00842,CUST04827,Annuity,173799.18,20.25,5,Active,2025-01-03,,Child
POL00843,CUST03586,Endowment,60276.42,39.6,20,Active,2022-06-05,,Other
POL00844,CUST03436,Whole Life,76817.22,78.99,5,Active,2022-01-14,,Spouse
POL00845,CUST01375,Term Life,163050.3,20.0,-5,Active,2023-03-07,,Child
POL00846,CUST00425,Annuity,215391.35,74.62,5,Active,2023-04-09,,Spouse
POL00847,CUST03286,Whole Life,71790.74,26.12,5,Active,2025-01-19,,Spouse
POL00848,CUST02118,Annuity,151458.61,112.98,22,Active,2022-11-13,,Child
POL00849,CUST01562,Whole Life,197840.12,20.0,10,Active,2025-09-11,,Spouse
POL00850,CUST00740,Term Life,200000.0,25.83,20,Active,2024-01-08,,Parent
POL00851,CUST00397,Whole Life,51000.47,34.49,21,Active,2025-01-28,,Spouse
POL00852,CUST04552,Whole Life,73070.99,139.97,10,Active,2025-09-25,,Spouse
POL00853,CUST02010,Unit-linked,77168.71,20.0,5,Active,2022-01-09,,Other
POL00854,CUST02867,Term Life,217811.81,28.94,20,Active,2022-03-11,,Child
POL00855,CUST03637,Annuity,221275.24,33.05,20,Active,2023-05-12,,Spouse
POL00856,CUST04564,Term Life,200000.0,20.0,5,Active,2025-07-18,,Child
POL00857,CUST01478,Term Life,142543.04,95.37,20,Active,2023-01-06,,Trust/Charity
POL00858,CUST00615,Term Life,41360.07,45.38,20,Active,2022-01-20,,Child
POL00859,CUST02670,Term Life,272771.4,90.15,13,Active,2023-07-19,,Spouse
POL00860,CUST04423,Term Life,77339.23,43.05,20,Active,2025-10-06,,Spouse
POL00861,CUST04254,Term Life,173029.07,48.68,20,Active,2022-12-09,,Other
POL00862,CUST02537,Whole Life,169665.43,33.49,20,Active,2023-07-19,,Child
POL00863,CUST03882,Term Life,111983.5,49.38,5,Active,2025-10-10,,Spouse
POL00864,CUST03498,Term Life,200000.0,22.91,20,Active,2023-01-25,,Spouse
POL00865,CUST04560,Endowment,650000.0,76.63,20,Active,2022-08-01,,Other
POL00866,CUST00338,Term Life,112645.86,22.13,20,Active,2025-01-10,,Child
POL00867,CUST00649,Term Life,161380.12,20.0,20,Active,2022-01-05,,Spouse
POL00868,CUST00029,Unit-linked,89762.16,104.13,10,Active,2025-01-12,,Parent
POL00869,CUST02224,Unit-linked,200000.0,20.0,30,Active,2024-01-17,,Child
POL00870,CUST01126,Whole Life,144608.73,83.33,20,Active,2022-12-02,,Child
POL00871,CUST02204,Annuity,83400.94,20.0,10,Active,2025-03-11,,Parent
POL00872,CUST00800,Term Life,150967.4,20.0,10,Active,2025-07-09,,Child
POL00873,CUST01882,Unit-linked,53939.15,20.0,10,Active,2022-07-16,,Other
POL00874,CUST02798,Term Life,49203.36,25.25,28,Lapsed,2023-09-07,2024-08-16,Spouse
POL00875,CUST01161,Term Life,231657.39,28.37,10,Active,2023-12-13,,Child
POL00876,CUST00085,Term Life,142401.09,48.33,20,Active,2024-02-11,,Spouse
POL00877,CUST04869,Term Life,177474.22,20.0,30,Active,2023-01-13,,Spouse
POL00878,CUST02194,Unit-linked,63826.3,20.0,20,Active,2024-09-17,,Child
POL00879,CUST03770,Whole Life,200000.0,20.0,5,Active,2024-01-02,,Spouse
POL00880,CUST04632,Term Life,414101.39,125.53,20,Active,2025-10-22,,Child
POL00881,CUST01057,Term Life,95623.41,40.87,20,Active,2023-10-02,,Child
POL00882,CUST04606,Term Life,185867.63,20.0,30,Active,2024-01-05,,Spouse
POL00883,CUST01223,Term Life,200000.0,41.67,20,Active,2022-08-27,,Other
POL00884,CUST01619,Term Life,200000.0,24.02,10,Active,2024-10-17,,Trust/Charity
POL00885,CUST00844,Annuity,106041.48,33.72,18,Active,2024-11-11,,Parent
POL00886,CUST01728,Annuity,118746.81,45.44,12,Active,2025-11-03,,Parent
POL00887,CUST00158,Whole Life,240749.21,20.0,20,Active,2024-08-27,,Child
POL00888,CUST00906,Term Life,57806.95,23.7,5,Active,2023-05-10,,Spouse
POL00889,CUST03831,Whole Life,200000.0,41.67,10,Active,2025-10-06,,Child
POL00890,CUST02833,Whole Life,120164.82,41.67,20,Lapsed,2023-09-23,2024-08-19,Spouse
POL00891,CUST03848,Term Life,98421.35,20.0,5,Active,2025-04-23,,Spouse
POL00892,CUST02112,Whole Life,92721.18,38.35,10,Active,2024-11-07,,Child
POL00893,CUST02806,Term Life,359354.29,21.2,5,Active,2025-10-17,,Spouse
POL00894,CUST04944,Term Life,180169.03,20.0,20,Active,2024-07-16,,Spouse
POL00895,CUST03326,Term Life,149830.2,37.54,20,Active,2023-05-17,,Spouse
POL00896,CUST00352,Endowment,89579.96,25.84,10,Active,2022-10-25,,Spouse
POL00897,CUST02213,Term Life,370002.4,29.79,20,Active,2022-11-21,,Spouse
POL00898,CUST02400,Term Life,113172.22,36.24,5,Lapsed,2022-07-21,2022-08-10,Spouse
POL00899,CUST00077,Term Life,143955.32,41.67,10,Active,2024-07-16,,Child
POL00900,CUST02359,Term Life,106792.23,23.07,20,Active,2025-07-23,,Spouse
POL00901,CUST01133,Term Life,92559.21,21.87,20,Active,2024-01-20,,Parent
POL00902,CUST00270,Whole Life,198905.26,39.0,5,Active,2023-01-02,,Spouse
POL00903,CUST00692,Term Life,65605.96,20.0,10,Active,2022-05-04,,Spouse
POL00904,CUST01214,Term Life,120137.67,53.46,5,Active,2022-02-25,,Child
POL00905,CUST01493,Term Life,83154.09,20.0,20,Active,2024-02-16,,Parent
POL00906,CUST02689,Whole Life,65585.08,20.0,10,Lapsed,2022-01-21,2024-06-20,Other
POL00907,CUST01824,Whole Life,174083.01,31.98,30,Active,2024-01-20,,Spouse
POL00908,CUST02235,Whole Life,58711.76,31.69,20,Active,2023-05-06,,Child
POL00909,CUST01985,Term Life,290587.13,88.92,10,Active,2024-11-20,,Spouse
POL00910,CUST03403,Whole Life,139359.86,20.0,20,Active,2025-08-26,,Spouse
POL00911,CUST02041,Term Life,91642.6,20.0,30,Active,2023-01-06,,Spouse
POL00912,CUST01339,Annuity,65478.77,76.41,16,Active,2023-08-13,,Spouse
POL00913,CUST01661,Term Life,145563.53,60.52,30,Lapsed,2022-01-19,2022-07-10,Parent
POL00914,CUST03713,Term Life,101973.92,25.6,30,Active,2024-11-10,,Other
POL00915,CUST04122,Term Life,126709.64,32.42,30,Active,2024-12-11,,Child
POL00916,CUST00430,Whole Life,46257.97,20.0,10,Active,2023-05-21,,Parent
POL00917,CUST04036,Whole Life,57405.8,20.0,5,Active,2022-12-24,,Spouse
POL00918,CUST02979,Whole Life,25304.71,41.67,23,Active,2023-05-20,,Child
POL00919,CUST04706,Term Life,165607.88,25.33,20,Active,2024-01-11,,Spouse
POL00920,CUST04832,Whole Life,290297.0,26.61,30,Active,2024-12-06,,Child
POL00921,CUST04570,Whole Life,140621.38,20.86,30,Active,2025-06-07,,Child
POL00922,CUST04185,Whole Life,158917.37,21.48,30,Lapsed,2023-01-08,2025-06-09,Other
POL00923,CUST02788,Whole Life,181718.96,60.4,5,Active,2023-01-02,,Parent
POL00924,CUST01884,Term Life,95272.97,20.0,10,Active,2023-02-05,,Spouse
POL00925,CUST03896,Term Life,340219.59,29.66,30,Active,2024-01-07,,Parent
POL00926,CUST03757,Term Life,76430.47,66.99,5,Active,2023-01-08,,Child
POL00927,CUST02655,Whole Life,177149.68,78.5,10,Active,2022-07-05,,Other
POL00928,CUST01081,Whole Life,189324.08,52.45,10,Active,2025-01-23,,Spouse
POL00929,CUST02920,Term Life,117583.55,26.27,20,Active,2022-08-26,,Other
POL00930,CUST00428,Unit-linked,200000.0,20.0,10,Active,2024-03-11,,Parent
POL00931,CUST00583,Critical Illness,299444.35,20.0,10,Active,2023-01-12,,Child
POL00932,CUST00717,Term Life,176252.51,20.0,20,Active,2023-01-17,,Child
POL00933,CUST00291,Term Life,258842.54,54.32,20,Active,2022-09-19,,Other
POL00934,CUST02828,Endowment,198682.36,83.33,10,Active,2023-06-24,,Spouse
POL00935,CUST02080,Unit-linked,176112.3,41.67,20,Active,2025-02-04,,Spouse
POL00936,CUST02572,Term Life,100187.08,20.0,30,Active,2025-02-14,,Spouse
POL00937,CUST01422,Annuity,119216.67,71.35,8,Active,2023-11-09,,Child
POL00938,CUST03527,Term Life,54347.38,41.0,20,Active,2025-01-05,,Other
POL00939,CUST00609,Endowment,75828.59,20.0,5,Active,2024-09-23,,Spouse
POL00940,CUST02588,Annuity,200000.0,33.0,22,Active,2022-01-15,,Spouse
POL00941,CUST00340,Term Life,94125.62,26.65,20,Active,2024-01-20,,Spouse
POL00942,CUST03157,Whole Life,124064.88,67.18,20,Active,2025-06-20,,Spouse
POL00943,CUST00633,Unit-linked,107268.69,24.89,10,Active,2023-11-23,,Spouse
POL00944,CUST00196,Whole Life,274310.84,20.0,20,Active,2022-09-24,,Parent
POL00945,CUST00310,Whole Life,200000.0,41.67,20,Active,2022-01-10,,Spouse
POL00946,CUST03420,Term Life,200000.0,41.67,20,Active,2023-01-20,,Trust/Charity
POL00947,CUST04206,Term Life,44618.52,20.0,30,Active,2022-09-18,,Spouse
POL00948,CUST00313,Term Life,140873.95,20.0,30,Active,2022-07-13,,Spouse
POL00949,CUST04545,Unit-linked,81965.19,59.99,10,Active,2025-07-23,,Child
POL00950,CUST02886,Whole Life,100986.43,30.76,30,Active,2024-01-14,,Child
POL00951,CUST00374,Term Life,100016.25,33.04,10,Active,2022-11-22,,Child
POL00952,CUST02736,Term Life,195888.09,20.61,10,Active,2023-09-13,,Child
POL00953,CUST04292,Term Life,58353.07,25.88,20,Active,2025-01-05,,Spouse
POL00954,CUST01282,Term Life,130959.39,23.78,10,Active,2022-12-22,,Child
POL00955,CUST02378,Term Life,169527.33,36.45,20,Active,2023-11-15,,Parent
POL00956,CUST03440,Endowment,51243.3,20.0,30,Active,2023-08-24,,Child
POL00957,CUST00235,Term Life,89601.52,41.67,10,Active,2022-04-25,,Child
POL00958,CUST03632,Whole Life,120367.5,81.4,25,Active,2024-09-04,,Spouse
POL00959,CUST02326,Whole Life,98702.99,20.0,4,Active,2025-04-15,,Spouse
POL00960,CUST03938,Unit-linked,159871.59,23.64,10,Active,2025-01-13,,Child
POL00961,CUST03423,Whole Life,108389.51,20.0,20,Active,2024-02-25,,Other
